Tanggal;year;month;day;T '07.00;T '13.00;T '18.00;TRata2;TMax;TMin;Curah Hujan (mm);SS (%);Cuaca;Tekanan Udara (mb);RH07.00;RH13.00;RH18.00;RHRata2;Kec Rata2;Arah Terbanyak;Kec,Max;Arah
10/04/2015;2015;4;10;19,6;26,3;23,6;22,275;27;17;-;37,5;0;915,8;92;78;88;87,5;1,1;0;3;90
11/04/2015;2015;4;11;20,4;26,6;23;22,6;28,2;18;0,2;63,8;RA;916,1;94;74;91;88,25;1,5;0;6;90
12/04/2015;2015;4;12;20,8;24,2;20,4;21,55;26,4;18;14;31,3;RA;916,2;94;93;96;94,25;0;0;0;0
13/04/2015;2015;4;13;20,4;24,6;22;21,85;26,4;16,6;-;60;0;916,4;93;82;88;89;2,8;90;5;90
14/04/2015;2015;4;14;21;25,8;21,2;22,25;26,3;18;0,9;50;RA;915,7;93;81;87;88,5;3,5;90;6;90
15/04/2015;2015;4;15;21,6;25,3;23,6;23,025;26,8;18,2;4;58,8;RA;916,5;85;70;85;81,25;2,3;90;4;90
16/04/2015;2015;4;16;20,8;25,6;21;22,05;26,8;18,2;-;28,8;0;917,2;94;75;87;87,5;1,4;0;5;130
17/04/2015;2015;4;17;19,6;22;20,4;20,4;24,4;17,4;14,5;2,5;RA;916,5;92;80;93;89,25;1;0;5;90
18/04/2015;2015;4;18;19,4;26,2;19,8;21,2;27;18,2;16,8;45;RA;915,4;96;79;92;90,75;1,6;0;6;90
19/04/2015;2015;4;19;20,2;24,8;20,7;21,475;27,4;17,5;8,9;28,8;RA;915,8;91;90;95;91,75;0;0;0;0
20/04/2015;2015;4;20;21,7;25;22,4;22,7;27,6;18;2,5;28,8;TSRA;915,2;86;70;91;83,25;1,3;0;4;90
21/04/2015;2015;4;21;20,4;24;21;21,45;28,6;18;1,8;25;TSRA;914,4;96;70;93;88,75;1,9;0;7;90
22/04/2015;2015;4;22;20,4;28;24,4;23,3;30,4;19;TTU;92,5;RA;914,4;94;61;85;83,5;1,3;0;4;180
23/04/2015;2015;4;23;20,2;23,4;21;21,2;25,2;18,6;52;12,5;TSRA;915;96;93;96;95,25;1,2;0;5;90
24/04/2015;2015;4;24;21;25,6;20,8;22,1;25;19;15,5;17,5;RA;914,5;91;85;96;90,75;0,5;0;4;90
25/04/2015;2015;4;25;21;22,8;22;21,7;25;19;-;0;0;914,5;97;85;93;93;1,4;0;6;270
26/04/2015;2015;4;26;20,4;24,2;21,8;21,7;25;18,4;0,4;2,5;TSRA;914,9;96;88;93;93,25;0,6;0;5;90
27/04/2015;2015;4;27;20,8;24;20,4;21,5;24,8;18,6;32,7;21,3;RA;914,9;96;91;94;94,25;0,4;0;3;90
28/04/2015;2015;4;28;20,4;21,8;20,6;20,8;22;17,6;3,1;0;RA;915;96;96;96;96;0;0;0;0
29/04/2015;2015;4;29;19,8;24,4;22,3;21,575;25,5;19,2;23;31,3;RA FG;915,6;98;84;95;93,75;0,4;0;2;180
30/04/2015;2015;4;30;21;23,9;21,4;21,825;24,6;19,2;97,4;22,5;TSRA;915,6;94;90;96;93,5;0,9;0;4;90
01/05/2015;2015;5;1;19,8;25,6;21;21,55;26;18,4;55,4;25; RA  FG;915,65625;98,07875101;83,67229545;94,4567626;93,57164002;0;0;0;0
02/05/2015;2015;5;2;21;23,8;20,4;21,55;26;17,6;49,5;10; RA  ;915,76875;96,29151809;94,57036981;97,1692343;96,08066007;0;0;0;0
03/05/2015;2015;5;3;19,6;22,6;22,4;21,05;24;18;0,5;0;   ;916,29375;96,1498663;94,67887453;96,42210202;95,85017729;0,25;0;2;90
04/05/2015;2015;5;4;20,2;22,6;21,5;21,125;24,4;16,8;7,2;6,25; RA  ;916,3625;98,09938348;96,4399182;90,05637041;95,67376389;0,6875;0;4;230
05/05/2015;2015;5;5;19,8;25;22;21,65;25,6;15,8;-;50;   ;915,275;92,39445203;78,59799192;92,82270179;89,05239944;0;0;0;0
06/05/2015;2015;5;6;20;25,4;22,2;21,9;26,4;16;-;67,5;   ;915,05625;88,73155197;73,66187748;94,62524134;86,43755569;0;0;0;0
07/05/2015;2015;5;7;24,8;24,6;22,1;24,075;25,4;15;-;52,5;   ;916,09375;82,01960357;88,05676978;85,02561972;84,28039916;1,25;0;7;230
08/05/2015;2015;5;8;21;25,4;22,8;22,55;26,2;15;-;92,5;   ;915,4625;73,40792349;63,55592257;81,1266891;72,87461466;2;0;6;90
09/05/2015;2015;5;9;20;26,6;23;22,4;26,7;16,7;3,6;87,5; RA  ;915,3;92,43570689;64,62728087;84,52671611;83,50635269;0;0;0;0
10/05/2015;2015;5;10;20,4;27,4;20,4;22,15;27,6;16,8;-;100;   ;915,7625;83,45071001;63,17914365;81,67473134;77,93882375;2,0625;0;8;100
11/05/2015;2015;5;11;23;26,8;23;23,95;27,2;18,2;ttu;100;   ;916,44375;74,74633411;66,66327642;86,19739839;75,58833576;2;0;8;270
12/05/2015;2015;5;12;22,4;27;23,5;23,825;27,2;18,8;-;95;   ;916,325;82,60820883;62,00849976;88,02771629;78,81315843;0,75;0;6;270
13/05/2015;2015;5;13;22,4;24,4;22,6;22,95;25,4;18,4;-;18,75;   ;916,41875;89,41740591;84,97180763;91,19421696;88,7502091;0,75;0;5;210
14/05/2015;2015;5;14;23;26;22;23,5;27;18;17,2;72,5;TS RA  ;917,025;82,8678151;80,54598856;96,38585608;85,66686871;0,6875;0;4;90
15/05/2015;2015;5;15;20,8;26,4;22,2;22,55;27;15,8;29,7;50; RA  ;917,50625;87,17726187;69,20125463;91,10522477;83,66525079;1,5;0;7;270
16/05/2015;2015;5;16;19,6;24;20,2;20,85;25,4;14,4;ttu;30;   ;916,70625;96,1498663;83,28131187;96,21200439;92,94826222;1,0625;0;4;230
17/05/2015;2015;5;17;19,8;24,6;20,4;21,15;26;14,6;-;63,75;   ;915,98125;94,2760986;68,47804453;88,85265066;86,4707231;0,6875;0;5;90
18/05/2015;2015;5;18;19,4;24,4;20,6;20,95;25,2;15;-;66,25;   ;916,6875;86,68066437;67,47679662;87,1088139;81,98673481;1,875;0;7;90
19/05/2015;2015;5;19;20;25;21,2;21,55;25,2;13,8;-;60;   ;917,075;81,47449239;76,92176471;87,31177312;81,79563065;1,625;0;7;90
20/05/2015;2015;5;20;18,6;25,4;18;20,15;25,2;14,4;-;100;   ;917,58125;88,28420336;66,86047513;80,39770823;80,95664752;3,8125;0;8;90
21/05/2015;2015;5;21;19,4;26;17,8;20,65;26,6;15;-;100;   ;917,6875;73,98293348;52,73231004;78,38242384;69,77015021;1,875;0;6;90
22/05/2015;2015;5;22;20,6;27,3;20,8;22,325;27,6;16,2;-;90;   ;917,3625;73,12087444;60,51129187;85,39600818;73,03726223;0,4375;0;7;90
23/05/2015;2015;5;23;19;25,6;23,2;21,7;26,4;16,6;2,5;72,5;   ;916,79375;86,53098912;65,11207538;84,60300527;80,69426472;1,375;0;4;90
24/05/2015;2015;5;24;20,2;26,2;22,2;22,2;26,2;18,4;-;97,5;   ;917,01875;90,62808814;74,54547905;87,63467775;85,85908327;0;0;0;0
25/05/2015;2015;5;25;21,6;25,6;20,6;22,35;26,4;18,8;80;71,25; RA  ;917,21875;82,24783074;77,464195;94,3979492;84,08945142;0,25;0;4;90
26/05/2015;2015;5;26;21,2;24,6;22,2;22,3;26;17,8;-;42,5;   ;917,7;98,14889814;80,54598856;91,10522477;91,9872524;0,75;0;6;90
